"dataset","esn","unit","flight_cycle","datetime","operator","depart_icao","destination_icao","hpc_eff_mod","hpc_flow_mod","tra","t2","t24","t30","t50","p2","p15","p30","nf","nc","epr","ps30","phi","nrf","nrc","bpr","farb","htbleed","nf_dmd","pcnfr_dmd","w31","w32"
train_FD001,999001,1,52,2018-01-17 08:05:00,AIC,VECC,VIDP,-0.0033,0.0004,100,518.67,182.96,1593.56,1410.95,14.62,21.61,553.7,2388.07,9040.97,1.3,47.44,521.3,2388.04,8133.94,8.4263,0.03,394,2388,100,38.63,23.422
train_FD001,999001,1,53,2018-01-17 09:05:29,AIC,VECC,VIDP,0.0026,-0.0001,100,518.67,183.63,1593.68,1411.9850000000001,14.62,21.61,553.43,2388.15,9042.39,1.3,47.6,520.92,2388.12,8131.81,8.4256,0.03,393,2388,100,38.86,23.2793
train_FD001,999001,1,54,2018-01-17 21:33:00,AIC,VIDP,VOVZ,0.0016,-0.0002,100,518.67,183.72,1586.66,1403.04,14.62,21.61,552.64,2388.12,9049.44,1.3,47.41,521.6,2388.17,8129.72,8.4396,0.03,392,2388,100,38.9,23.292
train_FD001,999012,12,28,2018-02-01 20:37:00,AIC,VICG,VAPO,-0.0018,0.0001,100,518.67,183.09,1598.73,1409.85,14.62,21.61,553.38,2388.13,9052.92,1.3,47.64,521.07,2388.13,8124.06,8.4452,0.03,395,2388,100,38.84,23.2244
train_FD001,999012,12,29,2018-02-02 00:20:00,AIC,VAPO,VICG,-0.0003,-0.0003,100,518.67,182.72,1595.76,1407.58,14.62,21.61,553.34,2388.14,9047.42,1.3,47.52,521.51,2388.14,8129.9,8.4562,0.03,392,2388,100,38.96,23.2746
train_FD001,999012,12,30,2018-02-02 03:42:00,AIC,VICG,VABB,0.001,-0.0004,100,518.67,182.6,1588.92,1406.25,14.62,21.61,553.29,2388.12,9046.58,1.3,47.4,521.62,2388.11,8127.5,8.4674,0.03,392,2388,100,38.7,23.2926
train_FD001,999012,12,31,2018-02-02 08:54:00,AIC,VABB,VOHS,0.0001,0,100,518.67,182.8,1588.91,1411.21,14.62,21.61,553.53,2388.13,9041.32,1.3,47.59,522.13,2388.13,8120.26,8.4539,0.03,393,2388,100,38.79,23.3173
train_FD001,999012,12,32,2018-02-02 10:55:00,AIC,VOHS,VABB,0.0013,0.0003,100,518.67,183.17,1587.07,1400.39,14.62,21.61,553.4,2388.14,9044.57,1.3,47.51,521.8,2388.16,8125.06,8.453,0.03,394,2388,100,38.78,23.3632
train_FD001,999012,12,33,2018-02-02 12:21:21,AIC,VOHS,VABB,0.0009,0.0004,100,518.67,182.52,1591.98,1409.02,14.62,21.61,554.09,2388.15,9045.83,1.3,47.45,521.52,2388.14,8121.78,8.4323,0.03,391,2388,100,39,23.3382
train_FD001,999012,12,34,2018-02-02 21:55:00,AIC,VIDP,VABB,-0.0025,0.0004,100,518.67,183.43,1587.83,1411.6100000000001,14.62,21.61,553.77,2388.14,9046.08,1.3,47.49,521.4,2388.13,8121.37,8.4547,0.03,392,2388,100,38.83,23.3548
train_FD001,999012,12,35,2018-02-03 01:35:00,AIC,VABB,VIDP,0.0014,0,100,518.67,182.93,1583.57,1408.59,14.62,21.61,553.85,2388.12,9045.76,1.3,47.36,521.26,2388.1,8122.98,8.4275,0.03,394,2388,100,38.96,23.3101
train_FD001,999012,12,36,2018-02-03 04:41:00,AIC,VIDP,VECC,0.0019,-0.0004,100,518.67,182.99,1592.1,1404.21,14.62,21.61,552.16,2388.16,9044.63,1.3,47.55,521.59,2388.18,8124.69,8.4391,0.03,393,2388,100,38.62,23.2922
train_FD001,999012,12,37,2018-02-03 08:01:00,AIC,VECC,VIDP,0.0063,0,100,518.67,182.92,1588.31,1410.97,14.62,21.61,554.08,2388.13,9059.27,1.3,47.49,521.4,2388.15,8127.99,8.446,0.03,394,2388,100,38.88,23.4037
train_FD001,999012,12,38,2018-02-03 18:45:00,AIC,VIDP,VABB,-0.0005,0.0002,100,518.67,183.13,1594.84,1412.175,14.62,21.61,553.39,2388.15,9045.65,1.3,47.8,521.48,2388.11,8127.05,8.4466,0.03,392,2388,100,38.72,23.3149
train_FD001,999012,12,39,2018-02-03 22:07:43,AIC,VABB,VIDP,-0.0001,0.0004,100,518.67,182.8,1588.91,1408.46,14.62,21.61,552.87,2388.12,9047.98,1.3,47.55,521.49,2388.15,8134.34,8.4174,0.03,394,2388,100,38.86,23.3335
train_FD001,999012,12,40,2018-02-04 00:10:57,AIC,VABB,VIDP,0.0027,0.0001,100,518.67,183.75,1596.13,1407.61,14.62,21.61,553.22,2388.12,9045.76,1.3,47.59,520.99,2388.12,8132.63,8.4594,0.03,394,2388,100,38.91,23.2622
train_FD001,999012,12,41,2018-02-04 05:50:00,AIC,VABB,VOCI,0.0011,0.0005,100,518.67,182.51,1592.85,1406.46,14.62,21.61,553.62,2388.07,9046.5,1.3,47.6,521.79,2388.13,8126.91,8.4689,0.03,393,2388,100,38.8,23.2417
train_FD001,999012,12,42,2018-02-04 06:50:24,AIC,VABB,VOCI,-0.0032,0.0003,100,518.67,183.38,1595.21,1402.56,14.62,21.61,552.63,2388.16,9049.77,1.3,47.45,521.31,2388.11,8120.52,8.4334,0.03,393,2388,100,38.82,23.3714
test_FD001,999144,44,13,2018-02-17 22:25:50,AIC,VIDP,VOBL,0.0018,0.0005,100,518.67,182.55,1583,1402.58,14.62,21.61,554.13,2388.09,9049.3,1.3,47.51,522.05,2388.11,8130.01,8.4328,0.03,392,2388,100,38.89,23.3363
test_FD001,999144,44,14,2018-02-18 01:20:00,AIC,VOBL,VIDP,0.0002,0.0005,100,518.67,183.29,1581.73,1400.96,14.62,21.61,554,2388.04,9052.1,1.3,47.26,521.32,2388.09,8134.18,8.4073,0.03,393,2388,100,39.04,23.2553
test_FD001,999144,44,15,2018-02-18 02:20:21,AIC,VOBL,VIDP,0.0002,0.0001,100,518.67,182.32,1590.52,1404.37,14.62,21.61,553.75,2388.05,9054.86,1.3,47.39,521.37,2388.06,8135.64,8.4352,0.03,393,2388,100,38.96,23.318
test_FD001,999144,44,16,2018-02-18 08:12:00,AIC,VIDP,VOBL,0.0007,0.0001,100,518.67,182.53,1588.12,1402.46,14.62,21.61,553.57,2388.12,9057.63,1.3,47.61,521.61,2388.11,8132.84,8.3998,0.03,394,2388,100,38.95,23.2633
test_FD001,999144,44,17,2018-02-18 10:42:23,AIC,VIDP,VOBL,-0.0018,0.0003,100,518.67,182.67,1587.66,1409.35,14.62,21.61,553.56,2388.08,9049.76,1.3,47.53,521.29,2388.06,8137.27,8.4524,0.03,393,2388,100,38.91,23.3823
test_FD001,999144,44,18,2018-02-18 21:29:00,AIC,VIDP,VOBL,-0.0009,0.0003,100,518.67,183.01,1594.77,1405.28,14.62,21.61,554.41,2388.09,9051.18,1.3,47.32,521.89,2388.07,8132.21,8.4112,0.03,393,2388,100,38.83,23.3635
test_FD001,999144,44,19,2018-02-18 22:29:55,AIC,VIDP,VOBL,0.0026,0.0005,100,518.67,181.91,1589.74,1405.31,14.62,21.61,553.48,2388.11,9056.65,1.3,47.32,521.5,2388.07,8132.9,8.4878,0.03,392,2388,100,39.16,23.3011
test_FD001,999144,44,20,2018-02-19 05:36:00,AIC,VIDP,VOBL,-0.0026,0.0003,100,518.67,182.37,1587.45,1407.81,14.62,21.61,553.71,2388.07,9053.02,1.3,47.27,522.09,2388.06,8134.4,8.4282,0.03,393,2388,100,38.88,23.3478
test_FD001,999144,44,21,2018-02-19 09:03:00,AIC,VOBL,VIDP,0.0024,0,100,518.67,182.88,1589.46,1405.58,14.62,21.61,553.86,2388.06,9053.78,1.3,47.52,521.93,2388.11,8132.63,8.4413,0.03,392,2388,100,38.92,23.3764
test_FD001,999144,44,22,2018-02-19 19:11:00,AIC,VIDP,VOPB,0.0032,-0.0004,100,518.67,182.99,1587.93,1407.2,14.62,21.61,554,2388.11,9058.93,1.3,47.33,522,2388.02,8136.34,8.4686,0.03,393,2388,100,38.93,23.281
test_FD001,999144,44,23,2018-02-19 23:38:00,AIC,VOPB,VOVZ,0.0013,-0.0005,100,518.67,182.57,1592.45,1395.37,14.62,21.61,554.1,2388.06,9061.13,1.3,47.48,521.44,2388.06,8129.45,8.4312,0.03,393,2388,100,38.94,23.4401
test_FD001,999144,44,24,2018-02-20 02:13:00,AIC,VOVZ,VIDP,-0.0007,0.0003,100,518.67,182.67,1585.56,1399.81,14.62,21.61,554.25,2388.03,9058,1.3,47.3,521.82,2388.09,8139.12,8.4313,0.03,392,2388,100,38.85,23.3811
test_FD001,999144,44,25,2018-02-20 05:34:00,AIC,VIDP,VOMM,-0.0015,-0.0002,100,518.67,182,1580.64,1406.22,14.62,21.61,553.46,2388.06,9054.48,1.3,47.32,521.46,2388.06,8135.96,8.4147,0.03,393,2388,100,38.88,23.3801
test_FD001,999144,44,26,2018-02-20 08:56:00,AIC,VOMM,VIDP,0.0019,0.0004,100,518.67,182.28,1585.5,1403.33,14.62,21.61,553.56,2388.1,9050.81,1.3,47.34,521.8,2388.06,8126.65,8.4302,0.03,392,2388,100,38.74,23.4307
test_FD001,999144,44,27,2018-02-20 18:07:00,AIC,VIDP,VOBL,-0.0013,-0.0002,100,518.67,183.11,1586.2,1404.8,14.62,21.61,554.19,2388.07,9055.66,1.3,47.25,521.33,2388.05,8131.29,8.4454,0.03,393,2388,100,38.96,23.5682
test_FD001,999120,20,28,2018-02-12 05:04:36,AIC,VIDP,VEGT,0.0007,0.0004,100,518.67,183.18,1580.89,1399.73,14.62,21.61,553.83,2388.07,9070.14,1.3,47.34,522.06,2388.01,8141.41,8.4033,0.03,392,2388,100,38.76,23.2885
test_FD001,999120,20,29,2018-02-12 07:55:35,AIC,VEGT,VIDP,0.0005,-0.0002,100,518.67,182.71,1585.58,1407.47,14.62,21.61,553.6,2388.04,9065.53,1.3,47.29,521.76,2388.02,8142.33,8.4299,0.03,392,2388,100,38.8,23.4058
test_FD001,999120,20,30,2018-02-12 17:51:00,AIC,VIDP,VOBL,0.0012,0,100,518.67,182.69,1585.83,1398.44,14.62,21.61,553.63,2387.99,9062.44,1.3,47.46,522.48,2388.06,8148.92,8.432,0.03,393,2388,100,39.05,23.3971
test_FD001,999120,20,31,2018-02-12 18:51:18,AIC,VIDP,VOBL,-0.0007,0.0004,100,518.67,182.55,1586.43,1399.32,14.62,21.61,553.79,2388.05,9055.02,1.3,47.43,522.44,2388.07,8141.56,8.406,0.03,392,2388,100,38.83,23.4251
test_FD001,999120,20,32,2018-02-12 22:38:13,AIC,VOBL,VIDP,-0.004,-0.0001,100,518.67,182.54,1592.6,1400.83,14.62,21.61,553.58,2388.01,9072.49,1.3,47.52,521.67,2388.04,8143.2,8.4231,0.03,393,2388,100,38.85,23.356
test_FD001,999120,20,33,2018-02-13 01:16:00,AIC,VIDP,VABB,-0.0012,-0.0005,100,518.67,182.92,1591.46,1396.11,14.62,21.61,553.37,2388.07,9058.41,1.3,47.31,522.61,2388.03,8142.61,8.4241,0.03,393,2388,100,38.99,23.2876
test_FD001,999120,20,34,2018-02-13 02:15:51,AIC,VIDP,VABB,0.0012,0.0003,100,518.67,182.44,1586.73,1403.69,14.62,21.61,554.02,2388,9062.86,1.3,47.24,521.81,2388.03,8140.26,8.4478,0.03,392,2388,100,38.92,23.2906
test_FD001,999120,20,35,2018-02-13 05:32:00,AIC,VABB,VOCI,-0.0009,-0.0004,100,518.67,182.32,1580.16,1403.36,14.62,21.61,554.23,2388.08,9057.35,1.3,47.26,521.84,2388.07,8143.29,8.4159,0.03,392,2388,100,38.96,23.3688
test_FD001,999120,20,36,2018-02-13 06:32:37,AIC,VABB,VOCI,-0.0003,0.0004,100,518.67,181.93,1589.87,1401.83,14.62,21.61,554.14,2388.04,9063.38,1.3,47.23,521.78,2388.07,8144.86,8.428,0.03,391,2388,100,39.02,23.474
test_FD001,999120,20,37,2018-02-13 09:21:29,AIC,VOCI,VABB,-0.0006,-0.0003,100,518.67,182,1589.81,1404.51,14.62,21.61,554.24,2388.01,9065.72,1.3,47.13,521.98,2388.08,8143.49,8.3965,0.03,394,2388,100,38.97,23.4184
test_FD001,999120,20,38,2018-02-13 18:48:00,AIC,VABB,VIDP,-0.0024,-0.0004,100,518.67,182.56,1586.24,1403.12,14.62,21.61,554.24,2388.01,9067.53,1.3,47.36,522.32,2388.05,8144.46,8.4523,0.03,392,2388,100,38.74,23.341
test_FD001,999120,20,39,2018-02-13 19:48:32,AIC,VABB,VIDP,-0.0016,0.0003,100,518.67,182.58,1585.78,1402.46,14.62,21.61,553.9,2388.08,9067.5,1.3,47.36,522.09,2388.03,8144.7,8.4503,0.03,392,2388,100,38.86,23.4426
test_FD001,999120,20,40,2018-02-13 22:11:00,AIC,VIDP,VABB,0.0028,0.0004,100,518.67,182.55,1584.72,1402.01,14.62,21.61,553.6,2388.08,9062.39,1.3,47.34,522.44,2388.09,8141.29,8.4225,0.03,391,2388,100,39.01,23.4612
test_FD001,999120,20,41,2018-02-13 23:10:56,AIC,VIDP,VABB,-0.0026,0.0002,100,518.67,182.74,1590.81,1403.17,14.62,21.61,554.88,2388.06,9067.65,1.3,47.34,522.55,2388.01,8148.22,8.3978,0.03,393,2388,100,39.07,23.3047
test_FD001,999120,20,42,2018-02-14 01:51:00,AIC,VABB,VIDP,-0.0008,-0.0001,100,518.67,183.26,1587.19,1406.86,14.62,21.61,554.49,2388.06,9059.77,1.3,47.39,522.28,2388.07,8137.73,8.3924,0.03,392,2388,100,38.97,23.2815
train_FD001,999012,12,43,2018-02-04 08:31:00,AIC,VOCI,VABB,-0.0017,-0.0004,100,518.67,182.58,1596.61,1411.51,14.62,21.61,553.21,2388.14,9052.12,1.3,47.72,521.49,2388.12,8129.47,8.4115,0.03,394,2388,100,38.75,23.3122
train_FD001,999012,12,44,2018-02-04 09:31:29,AIC,VOCI,VABB,-0.0017,-0.0004,100,518.67,183.18,1589.81,1406.41,14.62,21.61,552.96,2388.11,9039.47,1.3,47.65,520.76,2388.15,8127.47,8.4192,0.03,394,2388,100,38.69,23.3281
train_FD001,999012,12,45,2018-02-04 18:43:00,AIC,VABB,VIDP,-0.004,-0.0003,100,518.67,182.54,1590.03,1409.63,14.62,21.61,552.86,2388.16,9048.09,1.3,47.57,521.38,2388.14,8127.77,8.4393,0.03,392,2388,100,38.68,23.3127
train_FD001,999012,12,46,2018-02-04 19:43:05,AIC,VABB,VIDP,-0.001,0.0001,100,518.67,182.9,1592.3,1409.09,14.62,21.61,553.21,2388.17,9044.16,1.3,47.54,521.54,2388.16,8127.36,8.4358,0.03,392,2388,100,38.83,23.312
train_FD001,999012,12,47,2018-02-04 21:47:19,AIC,VIDP,VABB,0.0025,-0.0001,100,518.67,183.05,1592.81,1410.95,14.62,21.61,553.6,2388.17,9053.41,1.3,47.42,521.79,2388.16,8125.3,8.4087,0.03,393,2388,100,38.79,23.3106
train_FD001,999012,12,48,2018-02-04 22:46:15,AIC,VIDP,VABB,0.0023,-0.0002,100,518.67,183.3,1596.75,1412.28,14.62,21.61,553.78,2388.12,9046.88,1.3,47.59,521.9,2388.09,8131.83,8.4337,0.03,392,2388,100,38.83,23.2463
train_FD001,999012,12,49,2018-02-05 01:10:00,AIC,VABB,VIDP,-0.0021,0,100,518.67,182.94,1589.21,1406.22,14.62,21.61,553.39,2388.16,9045.86,1.3,47.64,521.41,2388.07,8121.95,8.4691,0.03,394,2388,100,38.8,23.222
train_FD001,999012,12,50,2018-02-05 02:10:36,AIC,VABB,VIDP,0.0027,-0.0001,100,518.67,183.14,1586.58,1406.37,14.62,21.61,553.17,2388.14,9049.52,1.3,47.58,521.19,2388.14,8132.69,8.4348,0.03,392,2388,100,38.63,23.2567
train_FD001,999012,12,51,2018-02-05 04:43:00,AIC,VIDP,VECC,0.002,-0.0004,100,518.67,182.95,1590.13,1410.935,14.62,21.61,552.82,2388.21,9047.7,1.3,47.52,521.51,2388.12,8124.68,8.4531,0.03,392,2388,100,38.9,23.2913
train_FD001,999012,12,52,2018-02-05 05:42:45,AIC,VIDP,VECC,-0.0002,0.0002,100,518.67,183.11,1588.31,1415.1799999999998,14.62,21.61,553.19,2388.12,9043.71,1.3,47.52,520.98,2388.11,8125.23,8.4554,0.03,394,2388,100,38.88,23.2297
train_FD001,999012,12,53,2018-02-05 08:00:00,AIC,VECC,VIDP,0.0034,0.0001,100,518.67,183.26,1588.41,1406.66,14.62,21.61,553.53,2388.14,9046.07,1.3,47.58,521.52,2388.16,8129.31,8.4116,0.03,392,2388,100,38.82,23.3584
train_FD001,999012,12,54,2018-02-05 08:59:34,AIC,VECC,VIDP,0.002,0.0001,100,518.67,182.63,1587.35,1405.68,14.62,21.61,553.75,2388.08,9051.01,1.3,47.53,521.34,2388.15,8131.16,8.4173,0.03,394,2388,100,38.75,23.4068
train_FD001,999006,6,28,2018-02-02 10:55:00,AIC,VOHS,VABB,-0.0002,0.0003,100,518.67,182.61,1592.11,1411.0549999999998,14.62,21.61,552.24,2388.14,9036.63,1.3,47.52,522.03,2388.14,8127.15,8.4406,0.03,395,2388,100,39.05,23.2793
train_FD001,999006,6,29,2018-02-02 12:21:21,AIC,VOHS,VABB,-0.0025,0.0003,100,518.67,183.65,1587.84,1413.355,14.62,21.61,553.91,2388.13,9045.17,1.3,47.76,521.18,2388.15,8121.46,8.3731,0.03,393,2388,100,38.67,23.2879
train_FD001,999006,6,30,2018-02-02 21:55:00,AIC,VIDP,VABB,-0.0009,0.0001,100,518.67,183.59,1586.98,1410.655,14.62,21.61,553.99,2388.13,9045.66,1.3,47.44,520.99,2388.13,8118.31,8.4405,0.03,394,2388,100,38.66,23.2259
train_FD001,999006,6,31,2018-02-03 01:35:00,AIC,VABB,VIDP,-0.0004,0.0004,100,518.67,183.45,1593.19,1412.425,14.62,21.61,553.54,2388.12,9044.06,1.3,47.83,521.2,2388.17,8122.79,8.453,0.03,393,2388,100,38.72,23.2171
train_FD001,999006,6,32,2018-02-03 04:41:00,AIC,VIDP,VECC,0.0012,0.0002,100,518.67,183.19,1593.18,1409.06,14.62,21.61,552.67,2388.11,9043.31,1.3,47.53,521.16,2388.14,8126.68,8.4183,0.03,393,2388,100,38.77,23.3326
train_FD001,999006,6,33,2018-02-03 08:01:00,AIC,VECC,VIDP,-0.0007,-0.0002,100,518.67,182.71,1595.09,1410.55,14.62,21.61,553.81,2388.12,9043.46,1.3,47.51,520.97,2388.12,8118.93,8.4261,0.03,392,2388,100,38.8,23.2556
train_FD001,999006,6,34,2018-02-03 18:45:00,AIC,VIDP,VABB,0.0019,-0.0002,100,518.67,182.81,1588.5,1410.2849999999999,14.62,21.61,552.88,2388.16,9047.64,1.3,47.66,521.26,2388.19,8119.97,8.461,0.03,394,2388,100,38.71,23.1779
train_FD001,999006,6,35,2018-02-03 22:07:43,AIC,VABB,VIDP,0.0003,-0.0002,100,518.67,183.07,1593.02,1412.725,14.62,21.61,552.77,2388.11,9039.56,1.3,47.67,521.04,2388.06,8124.93,8.4679,0.03,394,2388,100,38.69,23.149
train_FD001,999006,6,36,2018-02-04 00:10:57,AIC,VABB,VIDP,-0.0003,0.0002,100,518.67,183.47,1584.71,1409.65,14.62,21.61,553.22,2388.13,9040.29,1.3,47.66,520.92,2388.17,8121.79,8.4291,0.03,392,2388,100,38.91,23.3213
train_FD001,999006,6,37,2018-02-04 05:50:00,AIC,VABB,VOCI,0.0004,-0.0001,100,518.67,183.08,1600.84,1405.68,14.62,21.61,552.61,2388.17,9040.25,1.3,47.55,520.75,2388.16,8120.67,8.4785,0.03,394,2388,100,38.85,23.1478
train_FD001,999006,6,38,2018-02-04 06:50:24,AIC,VABB,VOCI,0.0003,0.0003,100,518.67,183.05,1595.44,1413.085,14.62,21.61,552.66,2388.12,9041.27,1.3,47.48,521.23,2388.18,8119.66,8.4256,0.03,393,2388,100,38.65,23.2822
train_FD001,999006,6,39,2018-02-04 08:31:00,AIC,VOCI,VABB,-0.0052,-0.0004,100,518.67,182.93,1588.86,1409.65,14.62,21.61,553.3,2388.15,9040.56,1.3,47.53,521.71,2388.19,8123.4,8.4544,0.03,392,2388,100,38.65,23.2917
train_FD001,999006,6,40,2018-02-04 09:31:29,AIC,VOCI,VABB,-0.0008,-0.0001,100,518.67,183.25,1590.45,1404.54,14.62,21.61,553.89,2388.18,9032.12,1.3,47.52,520.81,2388.17,8125.1,8.4613,0.03,391,2388,100,38.91,23.3254
train_FD001,999006,6,41,2018-02-04 18:43:00,AIC,VABB,VIDP,-0.0006,0.0003,100,518.67,183.36,1596.52,1413.775,14.62,21.61,552.79,2388.18,9042.3,1.3,47.62,521.21,2388.18,8123.6,8.4588,0.03,392,2388,100,38.63,23.2402
train_FD001,999006,6,42,2018-02-04 19:43:05,AIC,VABB,VIDP,0.0021,-0.0003,100,518.67,182.94,1593.37,1411.8899999999999,14.62,21.61,553.14,2388.18,9031.92,1.3,47.73,520.96,2388.14,8125.22,8.4425,0.03,394,2388,100,38.79,23.2619
train_FD001,999006,6,43,2018-02-04 21:47:19,AIC,VIDP,VABB,-0.0007,-0.0001,100,518.67,183.57,1585.21,1406.95,14.62,21.61,552.88,2388.12,9048.37,1.3,47.7,521.83,2388.16,8119.5,8.4328,0.03,393,2388,100,38.82,23.3813
train_FD001,999006,6,44,2018-02-04 22:46:15,AIC,VIDP,VABB,-0.003,-0.0004,100,518.67,183.13,1591.9,1407.76,14.62,21.61,552.35,2388.16,9032.39,1.3,47.63,520.89,2388.18,8121.11,8.4485,0.03,395,2388,100,38.85,23.2665
train_FD001,999006,6,45,2018-02-05 01:10:00,AIC,VABB,VIDP,0.0017,-0.0004,100,518.67,183.09,1597.36,1412.22,14.62,21.61,553.4,2388.13,9040.06,1.3,47.69,520.97,2388.18,8122.17,8.4366,0.03,395,2388,100,38.67,23.3089
test_FD001,999120,20,43,2018-02-14 02:50:58,AIC,VABB,VIDP,-0.0017,0.0004,100,518.67,182.53,1586.84,1395.66,14.62,21.61,553.62,2388.02,9061.67,1.3,47.35,521.8,2388.05,8144.45,8.4154,0.03,392,2388,100,38.93,23.4378
test_FD001,999120,20,44,2018-02-14 04:49:00,AIC,VIDP,VECC,-0.0041,0.0001,100,518.67,182.57,1580.6,1405.38,14.62,21.61,553.6,2388.11,9062.74,1.3,47.48,521.72,2388.09,8142.79,8.4243,0.03,392,2388,100,38.97,23.3105
test_FD001,999120,20,45,2018-02-14 05:48:53,AIC,VIDP,VECC,-0.0006,-0.0004,100,518.67,182.93,1587.36,1404.2,14.62,21.61,554.02,2388.06,9058.43,1.3,47.32,522.4,2388.05,8141.89,8.4107,0.03,392,2388,100,39.02,23.4696
test_FD001,999120,20,46,2018-02-14 07:57:47,AIC,VECC,VIDP,0.0011,-0.0005,100,518.67,182.81,1582.37,1397.87,14.62,21.61,553.84,2388.05,9063.35,1.3,47.21,522.16,2388.04,8149.01,8.3992,0.03,394,2388,100,38.93,23.2716
test_FD001,999120,20,47,2018-02-14 08:56:52,AIC,VECC,VIDP,0.0007,0.0002,100,518.67,183.02,1586.44,1404.31,14.62,21.61,553.56,2388.09,9062.43,1.3,47.34,522.25,2388.1,8141.99,8.4513,0.03,392,2388,100,38.87,23.2534
test_FD001,999120,20,48,2018-02-14 16:43:00,AIC,VIDP,VAPO,0.003,0.0004,100,518.67,183.3,1579.21,1392.66,14.62,21.61,554.28,2388.07,9067.94,1.3,47.51,522.06,2388.04,8150.31,8.4229,0.03,394,2388,100,39,23.3638
test_FD001,999120,20,49,2018-02-14 17:42:58,AIC,VIDP,VAPO,0.0007,0.0002,100,518.67,182.71,1584.08,1403.38,14.62,21.61,553.68,2388.03,9064.49,1.3,47.39,522.34,2388.07,8138.77,8.4,0.03,392,2388,100,38.89,23.2624
test_FD001,999120,20,50,2018-02-14 20:18:18,AIC,VAPO,VIDP,-0.0001,0.0002,100,518.67,182.74,1593.45,1401.55,14.62,21.6,553.38,2387.99,9069.67,1.3,47.45,522.12,2387.99,8142.71,8.4274,0.03,392,2388,100,38.86,23.3933
test_FD001,999120,20,51,2018-02-15 01:00:00,AIC,VIDP,VABB,-0.0016,0.0004,100,518.67,182.64,1585.94,1405.36,14.62,21.61,553.86,2388.02,9064.45,1.3,47.41,521.91,2388.03,8146.64,8.4476,0.03,392,2388,100,38.86,23.3312
test_FD001,999120,20,52,2018-02-15 02:00:19,AIC,VIDP,VABB,0.0032,0.0004,100,518.67,182.86,1587.87,1403.48,14.62,21.61,554.65,2388.02,9066.1,1.3,47.19,521.76,2388.02,8147.55,8.4427,0.03,391,2388,100,38.84,23.3762
test_FD001,999120,20,53,2018-02-15 05:28:00,AIC,VABB,VOCI,-0.0014,-0.0001,100,518.67,182.66,1578.89,1402.82,14.62,21.61,553.89,2388.03,9066.32,1.3,47.37,521.86,2388.04,8139.54,8.4637,0.03,394,2388,100,38.98,23.3569
test_FD001,999120,20,54,2018-02-15 06:28:05,AIC,VABB,VOCI,0.0045,0.0004,100,518.67,182.82,1589.63,1398.89,14.62,21.61,553.74,2388.06,9066.57,1.3,47.48,521.09,2388.02,8142.8,8.4154,0.03,392,2388,100,39.09,23.3409
test_FD001,999134,34,28,2018-01-06 04:25:07,AIC,VABB,VIDP,0.0033,-0.0003,100,518.67,182.38,1580.31,1393.92,14.62,21.61,554.64,2387.93,9071.15,1.3,47.14,522.71,2387.98,8151.37,8.3875,0.03,391,2388,100,39.01,23.4333
test_FD001,999134,34,29,2018-01-06 05:24:22,AIC,VABB,VIDP,0.0016,-0.0002,100,518.67,182.79,1588.65,1398.76,14.62,21.61,554.7,2388.06,9064.11,1.3,47.07,522.87,2387.97,8152.23,8.4016,0.03,392,2388,100,39.01,23.4501
test_FD001,999134,34,30,2018-01-06 07:32:00,AIC,VIDP,VABP,-0.0017,0.0005,100,518.67,182.15,1587.58,1400.13,14.62,21.61,554.17,2388,9067.95,1.3,47.28,522.44,2387.97,8149.23,8.3907,0.03,392,2388,100,39.09,23.5575
test_FD001,999134,34,31,2018-01-06 08:32:07,AIC,VIDP,VABP,0.0024,-0.0001,100,518.67,182.37,1586.39,1395.93,14.62,21.61,554.73,2387.98,9067.04,1.3,47.06,522.57,2388.03,8153.03,8.4112,0.03,391,2388,100,39.13,23.3258
test_FD001,999134,34,32,2018-01-06 10:12:39,AIC,VABP,VIDP,-0.0004,-0.0003,100,518.67,182.47,1581.94,1399.2,14.62,21.61,554.81,2388.02,9064.15,1.3,47.19,522.33,2387.96,8145.74,8.3755,0.03,391,2388,100,39.1,23.4081
test_FD001,999134,34,33,2018-01-09 04:48:24,AIC,VIDP,VIDP,-0.0031,-0.0002,100,518.67,182.63,1584.43,1394.72,14.62,21.61,554.34,2387.94,9051.82,1.3,47.11,522.44,2388.05,8148.42,8.4189,0.03,392,2388,100,38.91,23.2896
test_FD001,999134,34,34,2018-01-10 06:10:00,AIC,VIDP,VEPT,0.002,-0.0002,100,518.67,182.89,1593.98,1396.84,14.62,21.6,554.84,2387.98,9063.55,1.3,47.16,522.52,2388.03,8145.82,8.4005,0.03,392,2388,100,39.03,23.4062
test_FD001,999134,34,35,2018-01-10 07:17:08,AIC,VIDP,VEPT,0.0009,-0.0004,100,518.67,182.43,1577.95,1399.01,14.62,21.61,554.34,2387.97,9058.07,1.3,47.22,522.73,2388.03,8139.35,8.3995,0.03,391,2388,100,39.14,23.4209
test_FD001,999134,34,36,2018-01-10 09:18:59,AIC,VEPT,VIDP,-0.0016,0.0004,100,518.67,182.1,1582.94,1392.42,14.62,21.61,554.51,2388.03,9065.12,1.3,47.2,522.27,2387.97,8148.73,8.3887,0.03,390,2388,100,39.05,23.3437
