"dataset","esn","unit","flight_cycle","datetime","operator","depart_icao","destination_icao","hpc_eff_mod","hpc_flow_mod","tra","t2","t24","t30","t50","p2","p15","p30","nf","nc","epr","ps30","phi","nrf","nrc","bpr","farb","htbleed","nf_dmd","pcnfr_dmd","w31","w32"
train_FD001,999026,26,44,2018-04-26 00:10:00,AXM,WMKP,WBKK,-0.0028,0.0004,100,518.67,642.8,1596.42,1408.39,14.62,21.61,553.68,2388.1,9060.98,1.3,47.47,521.28,2388.18,8144.17,8.4295,0.03,393,2388,100,38.72,23.3688
train_FD001,999026,26,45,2018-04-26 00:21:02,AXM,WMKP,WBKK,-0.0005,-0.0004,100,518.67,642.67,1587.81,1413.22,14.62,21.61,552.62,2388.11,9064.94,1.3,47.62,520.63,2388.08,8133.46,8.4437,0.03,394,2388,100,38.75,23.2716
train_FD001,999026,26,46,2018-04-26 03:20:00,AXM,WBKK,WMKP,-0.0029,0.0001,100,518.67,642.63,1594.77,1407.34,14.62,21.61,552.86,2388.13,9058.3,1.3,47.52,521.82,2388.11,8136.89,8.44,0.03,394,2388,100,38.84,23.2545
train_FD001,999026,26,47,2018-04-26 03:35:18,AXM,WBKK,WMKP,-0.0017,-0.0002,100,518.67,643.2,1597.64,1412.97,14.62,21.61,552.87,2388.1,9060.97,1.3,47.58,520.6,2388.13,8144.96,8.5054,0.03,394,2388,100,38.94,23.2735
train_FD001,999026,26,48,2018-04-26 06:31:00,AXM,WMKP,WMKL,-0.0013,0.0005,100,518.67,642.9,1591.59,1412.45,14.62,21.61,552.92,2388.14,9066.9,1.3,47.62,521.07,2388.12,8145.35,8.4273,0.03,393,2388,100,38.86,23.2378
train_FD001,999026,26,49,2018-04-26 06:40:27,AXM,WMKP,WMKL,0,0.0001,100,518.67,642.77,1590.04,1408.29,14.62,21.61,553.12,2388.12,9064.6,1.3,47.68,521,2388.11,8135.74,8.4604,0.03,394,2388,100,38.7,23.1846
train_FD001,999026,26,50,2018-04-26 07:17:00,AXM,WMKL,WMKP,-0.0018,-0.0003,100,518.67,643.12,1590.94,1412.615,14.62,21.61,553.39,2388.09,9069.55,1.3,47.68,521.32,2388.1,8141.66,8.4048,0.03,392,2388,100,38.84,23.2914
train_FD001,999026,26,51,2018-04-26 07:26:08,AXM,WMKL,WMKP,-0.0037,-0.0001,100,518.67,642.82,1587.67,1410.03,14.62,21.61,553.12,2388.14,9063.74,1.3,47.66,521.64,2388.09,8149.83,8.4466,0.03,393,2388,100,38.83,23.2279
train_FD001,999026,26,52,2018-04-26 07:46:20,AXM,,,-0.0017,0.0001,100,518.67,642.87,1594.46,1413.275,14.62,21.61,552.83,2388.18,9067.21,1.3,47.75,520.6,2388.13,8143.2,8.4583,0.03,394,2388,100,38.64,23.2408
train_FD001,999026,26,53,2018-04-26 09:04:32,AXM,WMKP,WMKK,0.0014,0.0002,100,518.67,642.86,1592.05,1410.885,14.62,21.61,553.65,2388.12,9064.62,1.3,47.57,521.38,2388.15,8142.51,8.4437,0.03,393,2388,100,38.82,23.2675
train_FD001,999026,26,54,2018-04-26 18:11:21,AXM,WMKK,VTSP,-0.0001,-0.0003,100,518.67,642.71,1597.23,1411.65,14.62,21.61,552.95,2388.12,9065.65,1.3,47.63,521.18,2388.09,8140.92,8.4666,0.03,394,2388,100,38.65,23.2512
train_FD001,999029,29,28,2018-01-28 20:41:43,AXM,VVTS,WMKK,0.0007,-0.0004,100,518.67,642.42,1589.29,1400.71,14.62,21.61,553.58,2388.03,9061.27,1.3,47.4,521.38,2388.12,8145.01,8.4488,0.03,392,2388,100,38.81,23.2926
train_FD001,999029,29,29,2018-01-28 23:11:08,AXM,WMKK,WBGG,-0.0021,-0.0001,100,518.67,642.5,1593.66,1408.29,14.62,21.61,553.78,2388,9059.66,1.3,47.23,521.92,2388.1,8138.68,8.4435,0.03,393,2388,100,38.9,23.3318
train_FD001,999029,29,30,2018-01-29 00:06:00,AXM,WBGG,WMKK,0,-0.0004,100,518.67,642.32,1587.23,1404.18,14.62,21.61,553.14,2388.05,9060.94,1.3,47.35,521.59,2388.06,8141.5,8.454,0.03,392,2388,100,38.83,23.3531
train_FD001,999029,29,31,2018-01-29 01:15:48,AXM,WBGG,WMKK,0.0028,0.0001,100,518.67,642.25,1585.94,1405.53,14.62,21.61,553.01,2388.12,9058,1.3,47.39,521.98,2388.06,8143.98,8.4326,0.03,392,2388,100,38.78,23.371
train_FD001,999029,29,32,2018-01-29 04:39:00,AXM,WMKL,WMKK,-0.0018,-0.0005,100,518.67,642.69,1593,1410.69,14.62,21.61,553.37,2388.06,9063.91,1.3,47.52,521.73,2388.08,8141,8.4163,0.03,393,2388,100,38.89,23.3445
train_FD001,999029,29,33,2018-01-29 05:58:45,AXM,WMKL,WMKK,-0.0027,0.0002,100,518.67,642.55,1588.93,1406.28,14.62,21.61,553.6,2388.05,9052.65,1.3,47.36,521.28,2388.06,8143.54,8.4577,0.03,392,2388,100,38.78,23.2786
test_FD001,999149,49,45,2018-01-09 17:24:13,AXM,WMKK,WMKK,-0.0045,0.0003,100,518.67,641.47,1585.06,1397.72,14.62,21.61,554.32,2388.05,9062.78,1.3,47.11,521.71,2388.02,8150.56,8.4228,0.03,392,2388,100,39,23.3075
test_FD001,999149,49,46,2018-01-09 20:19:39,AXM,WMKK,WMKK,0.0005,-0.0002,100,518.67,642.14,1591.9,1409.27,14.62,21.61,553.99,2388.02,9065.44,1.3,47.3,522.15,2388.03,8141.87,8.417,0.03,391,2388,100,39.01,23.2435
test_FD001,999149,49,47,2018-01-09 23:23:11,AXM,WMKK,VLLB,0.0016,0.0001,100,518.67,642.69,1591.89,1389.5,14.62,21.61,553.73,2388.01,9056.17,1.3,47.27,522.17,2387.96,8138.33,8.4166,0.03,392,2388,100,38.92,23.49
test_FD001,999149,49,48,2018-01-10 02:46:23,AXM,VLLB,WMKK,-0.0016,0.0002,100,518.67,642.72,1577.73,1402.92,14.62,21.61,554.65,2388.05,9059.19,1.3,47.19,522.45,2387.98,8141.99,8.4282,0.03,392,2388,100,39.19,23.4269
test_FD001,999149,49,49,2018-01-10 06:49:49,AXM,WMKK,WBGR,0.0018,0.0001,100,518.67,641.87,1585.54,1394.63,14.62,21.61,554.29,2388,9065.4,1.3,47.2,522.79,2387.95,8144.03,8.4072,0.03,394,2388,100,39.09,23.4565
test_FD001,999149,49,50,2018-01-10 09:30:27,AXM,WBGR,WMKK,0.0019,-0.0001,100,518.67,642.18,1587.61,1400.45,14.62,21.61,554.06,2387.96,9061.02,1.3,47.11,522.38,2387.94,8140.68,8.4166,0.03,391,2388,100,38.98,23.5163
test_FD001,999149,49,51,2018-01-10 17:24:34,AXM,WMKK,WBGG,-0.0017,-0.0003,100,518.67,642.27,1593.25,1392.6,14.62,21.61,554.88,2388.02,9062.46,1.3,47.19,522.66,2387.99,8150.02,8.4018,0.03,392,2388,100,38.89,23.3844
test_FD001,999149,49,52,2018-01-10 18:34:03,AXM,WMKK,WBGG,-0.0033,-0.0003,100,518.67,642.21,1592.81,1395.49,14.62,21.61,554.29,2388,9063.07,1.3,47.18,522.58,2387.94,8150.04,8.4071,0.03,392,2388,100,39.04,23.523
test_FD001,999149,49,53,2018-01-10 20:48:03,AXM,WBGG,WMKK,0.0029,0.0003,100,518.67,642.6,1584.04,1404.73,14.62,21.61,554.18,2388.01,9062.61,1.3,47.27,522.11,2388,8143.61,8.3609,0.03,392,2388,100,38.99,23.3856
test_FD001,999149,49,54,2018-01-10 23:08:59,AXM,WMKK,WBGS,-0.0024,-0.0004,100,518.67,642.32,1590.18,1397.62,14.62,21.61,553.82,2387.99,9056.95,1.3,47.16,522.63,2388.05,8139.26,8.4063,0.03,392,2388,100,38.89,23.427
test_FD001,999140,40,28,2018-01-09 12:05:00,AXM,VOTR,VTBD,0.0014,-0.0003,100,518.67,642.72,1595.71,1410.845,14.62,21.61,553.44,2388.1,9045.08,1.3,47.69,521.66,2388.13,8134.86,8.4517,0.03,394,2388,100,38.78,23.2846
test_FD001,999140,40,29,2018-01-09 18:19:17,AXM,VTBD,VTSS,-0.0009,-0.0002,100,518.67,642.87,1591.64,1410.0900000000001,14.62,21.61,553.47,2388.09,9056.02,1.3,47.53,521.57,2388.13,8140.66,8.4324,0.03,394,2388,100,38.53,23.2413
test_FD001,999140,40,30,2018-01-09 19:51:00,AXM,VTSS,VTBD,-0.0028,0.0002,100,518.67,642.65,1599.68,1409.39,14.62,21.61,553.04,2388.1,9053.52,1.3,47.64,521.59,2388.12,8135.59,8.4584,0.03,393,2388,100,39.04,23.2576
test_FD001,999140,40,31,2018-01-09 22:00:00,AXM,VTBD,VTCC,0.0005,-0.0004,100,518.67,642.59,1590.55,1401.21,14.62,21.61,552.58,2388.1,9065.15,1.3,47.69,521.27,2388.11,8130.43,8.4398,0.03,392,2388,100,38.76,23.3313
test_FD001,999140,40,32,2018-01-09 23:50:46,AXM,VTCC,VTBD,0.0032,-0.0002,100,518.67,642.62,1598.6,1408.03,14.62,21.61,553.22,2388.09,9055.24,1.3,47.46,521.88,2388.15,8130.1,8.4392,0.03,394,2388,100,38.76,23.1204
test_FD001,999140,40,33,2018-01-10 01:31:00,AXM,VTBD,VHHH,-0.0011,-0.0001,100,518.67,642.98,1589.87,1410.58,14.62,21.61,553.99,2388.11,9054.91,1.3,47.45,520.93,2388.07,8134.91,8.419,0.03,394,2388,100,38.82,23.2698
test_FD001,999140,40,34,2018-01-10 04:53:00,AXM,VHHH,VTBD,0.0023,-0.0005,100,518.67,642.57,1591.95,1405.13,14.62,21.61,552.77,2388.13,9059.87,1.3,47.66,520.69,2388.15,8138.8,8.4489,0.03,394,2388,100,38.81,23.2982
test_FD001,999140,40,35,2018-01-10 16:53:43,AXM,VTBD,VMMC,-0.0039,-0.0003,100,518.67,642.9,1601.05,1406.49,14.62,21.61,553.07,2388.09,9053.31,1.3,47.8,521.93,2388.14,8132.86,8.4612,0.03,393,2388,100,38.85,23.3085
test_FD001,999140,40,36,2018-01-10 20:03:44,AXM,VMMC,,0,-0.0005,100,518.67,643.06,1587.38,1412.67,14.62,21.61,553.11,2388.13,9060.74,1.3,47.49,521.1,2388.11,8136.33,8.4415,0.03,394,2388,100,38.94,23.1804
test_FD001,999140,40,37,2018-01-10 20:04:36,AXM,VMMC,VTBD,0.0021,-0.0002,100,518.67,642.5,1590.24,1405.26,14.62,21.61,553.15,2388.06,9052.73,1.3,47.7,521.64,2388.13,8130.19,8.4959,0.03,394,2388,100,38.79,23.3232
test_FD001,999140,40,38,2018-01-10 23:11:00,AXM,VTBD,VTST,0.002,0.0002,100,518.67,642.35,1592.96,1410.83,14.62,21.61,553.18,2388.16,9051.9,1.3,47.52,521.37,2388.12,8133.1,8.4332,0.03,395,2388,100,38.84,23.2774
test_FD001,999140,40,39,2018-01-11 01:28:31,AXM,VTST,VTBD,0.0001,0.0002,100,518.67,642.55,1589.21,1412.815,14.62,21.61,553.86,2388.13,9064.37,1.3,47.55,521.53,2388.07,8133.17,8.4731,0.03,393,2388,100,38.62,23.3613
test_FD001,999140,40,40,2018-01-11 03:15:00,AXM,VTBD,VTSS,0.0017,0,100,518.67,642.86,1586.11,1412.27,14.62,21.61,553.36,2388.16,9059.35,1.3,47.56,521.72,2388.17,8135.59,8.4423,0.03,392,2388,100,38.61,23.3076
test_FD001,999140,40,41,2018-01-11 05:20:00,AXM,VTSS,VTBD,-0.0008,0.0001,100,518.67,642.46,1582.08,1404.8,14.62,21.61,553.15,2388.11,9057.76,1.3,47.59,520.95,2388.11,8132.5,8.4271,0.03,394,2388,100,38.82,23.1278
test_FD001,999140,40,42,2018-01-11 07:48:00,AXM,VTBD,VOTR,-0.0003,-0.0001,100,518.67,642.61,1591.49,1406.19,14.62,21.61,553.52,2388.11,9064.88,1.3,47.49,521.77,2388.1,8131.45,8.4428,0.03,394,2388,100,38.7,23.2311
test_FD001,999140,40,43,2018-01-11 12:02:00,AXM,VOTR,VTBD,-0.0005,0.0003,100,518.67,642.5,1589.52,1409.86,14.62,21.61,552.72,2388.12,9056.01,1.3,47.55,520.97,2388.17,8134.85,8.4637,0.03,395,2388,100,38.78,23.2585
test_FD001,999140,40,44,2018-01-11 17:27:00,AXM,VTBD,VVTS,0.0027,0.0003,100,518.67,642.42,1588.94,1402.36,14.62,21.61,552.81,2388.1,9051.45,1.3,47.6,521.44,2388.16,8132.24,8.4423,0.03,394,2388,100,38.76,23.3359
test_FD001,999140,40,45,2018-01-11 19:10:57,AXM,,,0.0007,-0.0002,100,518.67,642.63,1585.57,1411.3,14.62,21.61,553.43,2388.09,9045.83,1.3,47.7,520.83,2388.12,8133.6,8.4255,0.03,393,2388,100,38.75,23.2489
test_FD001,999140,40,46,2018-01-11 21:02:00,AXM,VVTS,VTBD,-0.0005,-0.0002,100,518.67,643.26,1587.65,1409.07,14.62,21.61,553.21,2388.09,9057.82,1.3,47.43,521.27,2388.11,8135.67,8.3982,0.03,392,2388,100,38.84,23.1751
test_FD001,999140,40,47,2018-01-11 23:42:00,AXM,VTBD,VTSP,0.0034,-0.0005,100,518.67,642.65,1592.57,1409.12,14.62,21.61,552.88,2388.16,9051.31,1.3,47.61,521.57,2388.15,8138.87,8.4547,0.03,393,2388,100,38.72,23.2972
train_FD001,999029,29,34,2018-01-29 18:39:13,AXM,WMKA,WMKK,0.0012,-0.0004,100,518.67,642.29,1589.22,1404.2,14.62,21.61,553.71,2388.09,9059.92,1.3,47.41,521.22,2388.08,8139.53,8.4346,0.03,393,2388,100,38.76,23.3344
train_FD001,999029,29,35,2018-01-29 20:14:52,AXM,WMKK,WMKL,0.0007,-0.0004,100,518.67,642.46,1587.34,1411.905,14.62,21.61,552.88,2388.11,9062.1,1.3,47.46,521.13,2388.07,8138.7,8.4379,0.03,393,2388,100,38.77,23.3377
train_FD001,999029,29,36,2018-01-29 21:34:54,AXM,WMKL,WMKK,-0.0019,0.0002,100,518.67,642.43,1590.67,1405.7,14.62,21.61,553.66,2388.03,9060.52,1.3,47.16,521.42,2388.05,8141.53,8.4243,0.03,394,2388,100,38.79,23.2463
train_FD001,999029,29,37,2018-01-29 23:51:55,AXM,WMKK,VHHH,0.0003,0,100,518.67,642.56,1586.28,1405.88,14.62,21.61,554.2,2388.08,9060.87,1.3,47.34,521.87,2388.06,8140.94,8.471,0.03,392,2388,100,38.78,23.2487
train_FD001,999029,29,38,2018-01-30 04:51:45,AXM,VHHH,WMKK,-0.0033,-0.0002,100,518.67,642.73,1588.07,1404.57,14.62,21.61,554.3,2388.03,9056.56,1.3,47.57,521.63,2388.09,8137.89,8.4431,0.03,392,2388,100,38.81,23.3123
train_FD001,999029,29,39,2018-01-30 14:07:00,AXM,WMKK,ZGGG,-0.0024,-0.0001,100,518.67,642.91,1596.48,1408.44,14.62,21.61,554,2388.1,9054.74,1.3,47.42,521.71,2388.08,8139.69,8.4286,0.03,391,2388,100,39.02,23.344
train_FD001,999029,29,40,2018-01-30 15:20:21,AXM,WMKK,ZGGG,-0.0013,0.0004,100,518.67,642.76,1587.13,1404.93,14.62,21.61,553.79,2388.04,9057.53,1.3,47.37,521.54,2388.12,8146.49,8.4338,0.03,392,2388,100,38.76,23.3172
train_FD001,999029,29,41,2018-01-30 17:28:15,AXM,WMKK,WMKA,-0.0039,-0.0005,100,518.67,642.98,1591.11,1410.7649999999999,14.62,21.61,553.62,2388.13,9059.24,1.3,47.27,521.49,2388.09,8139.99,8.4113,0.03,394,2388,100,38.87,23.2499
train_FD001,999029,29,42,2018-01-30 20:50:35,AXM,ZGGG,WMKK,-0.0012,-0.0003,100,518.67,642.42,1595.21,1410.2350000000001,14.62,21.61,553.72,2388.07,9055.17,1.3,47.66,521.16,2388.07,8136.53,8.4345,0.03,392,2388,100,38.86,23.3052
train_FD001,999029,29,43,2018-01-31 07:24:00,AXM,VHHH,WMKK,0.0007,-0.0001,100,518.67,642.72,1588.87,1401.07,14.62,21.61,554.09,2388.08,9063.99,1.3,47.44,521.93,2388.13,8136.88,8.4288,0.03,394,2388,100,38.91,23.3943
train_FD001,999029,29,44,2018-01-31 08:58:50,AXM,VHHH,WMKK,0.0004,-0.0004,100,518.67,642.75,1589.52,1408.97,14.62,21.61,554.05,2388.06,9054.38,1.3,47.25,521.78,2388.08,8142.59,8.4441,0.03,393,2388,100,38.94,23.3387
train_FD001,999029,29,45,2018-01-31 16:55:00,AXM,WMKK,VVTS,0.0007,-0.0001,100,518.67,642.08,1587.83,1407.49,14.62,21.61,554.01,2388.06,9063.65,1.3,47.49,521.89,2388.11,8139.78,8.4248,0.03,394,2388,100,38.91,23.2546
train_FD001,999029,29,46,2018-01-31 18:15:11,AXM,WMKK,VVTS,-0.0024,0.0004,100,518.67,642.69,1591.11,1409.4,14.62,21.61,553.74,2388.12,9058.3,1.3,47.54,521.18,2388.11,8140.43,8.3944,0.03,394,2388,100,38.76,23.3968
train_FD001,999029,29,47,2018-01-31 20:56:02,AXM,VVTS,WMKK,0.0011,0.0003,100,518.67,642.51,1589.72,1410.7,14.62,21.61,552.98,2388.1,9064.81,1.3,47.61,521.02,2388.09,8137.52,8.4487,0.03,394,2388,100,38.77,23.3572
train_FD001,999029,29,48,2018-01-31 23:35:45,AXM,WMKK,WBGG,0.0012,-0.0005,100,518.67,642.66,1588.63,1408.37,14.62,21.61,553.89,2388.05,9062.94,1.3,47.59,521.44,2388.11,8138.57,8.4532,0.03,394,2388,100,38.95,23.2969
train_FD001,999029,29,49,2018-02-01 01:44:42,AXM,WBGG,WMKK,-0.0031,0,100,518.67,642.13,1590.42,1410.23,14.62,21.61,552.94,2388.11,9058.36,1.3,47.53,522.32,2388.12,8142.04,8.3887,0.03,394,2388,100,38.97,23.4009
train_FD001,999029,29,50,2018-02-01 05:04:24,AXM,WMKK,WBKW,0.0044,0.0004,100,518.67,642.57,1592.09,1410.37,14.62,21.61,552.82,2388.11,9065.32,1.3,47.49,521.23,2388.09,8138.2,8.4584,0.03,393,2388,100,38.77,23.3319
train_FD001,999029,29,51,2018-02-01 15:25:00,AXM,WMKK,VMMC,0.0007,-0.0005,100,518.67,642.21,1598.89,1409.28,14.62,21.61,553.34,2388.04,9055.82,1.3,47.45,521.1,2388.11,8134.56,8.4548,0.03,392,2388,100,38.81,23.2863
train_FD001,999029,29,52,2018-02-01 16:46:47,AXM,WMKK,VMMC,-0.0024,0.0004,100,518.67,642.81,1584.99,1405.06,14.62,21.61,553.16,2388.11,9067.43,1.3,47.46,521.88,2388.08,8138.17,8.4496,0.03,393,2388,100,38.86,23.3287
train_FD001,999029,29,53,2018-02-01 20:58:56,AXM,VMMC,WMKK,0.004,0.0004,100,518.67,642.51,1582.53,1410.35,14.62,21.61,553.31,2388.04,9064.81,1.3,47.54,521.67,2388.1,8136.92,8.4618,0.03,392,2388,100,39.04,23.2955
train_FD001,999029,29,54,2018-02-02 02:16:56,AXM,WMKK,ZGGG,-0.0006,-0.0002,100,518.67,642.85,1586.65,1404.89,14.62,21.61,553.58,2388.11,9061.1,1.3,47.48,521.39,2388.11,8131.57,8.4415,0.03,392,2388,100,38.67,23.2727
train_FD001,999055,55,28,2018-02-06 20:24:52,AXM,WBKW,WMKK,0,0.0001,100,518.67,642.35,1590.24,1409.91,14.62,21.61,553.26,2388.05,9054.46,1.3,47.44,521.85,2388.1,8136.29,8.4744,0.03,394,2388,100,38.78,23.3575
train_FD001,999055,55,29,2018-02-06 22:33:00,AXM,WMKK,WIII,0.0008,0.0002,100,518.67,642.89,1588.72,1402.71,14.62,21.61,554.03,2388.07,9046.66,1.3,47.41,521.32,2388.08,8131.97,8.46,0.03,392,2388,100,38.89,23.3371
train_FD001,999055,55,30,2018-02-06 23:48:43,AXM,WMKK,WIII,0.0011,-0.0001,100,518.67,642.24,1590.47,1398.28,14.62,21.61,552.92,2388.1,9055.03,1.3,47.35,521.41,2388.06,8137.99,8.4191,0.03,394,2388,100,38.92,23.2837
train_FD001,999055,55,31,2018-02-07 01:41:00,AXM,WIII,WMKK,-0.0017,-0.0004,100,518.67,642.57,1591.21,1408.89,14.62,21.61,554.72,2388.08,9054.57,1.3,47.45,521.77,2388.11,8142.4,8.445,0.03,391,2388,100,38.87,23.3368
train_FD001,999055,55,32,2018-02-07 03:06:54,AXM,WIII,WMKK,-0.0007,0,100,518.67,642.49,1592.26,1409.02,14.62,21.61,553.5,2388.09,9051.9,1.3,47.57,521.67,2388.1,8129.06,8.435,0.03,392,2388,100,38.98,23.3491
train_FD001,999055,55,33,2018-02-07 04:54:00,AXM,WMKK,WBKK,0.0003,0.0001,100,518.67,642.94,1585.62,1401.48,14.62,21.61,553.61,2388.07,9050.36,1.3,47.46,521.58,2388.07,8133.04,8.4297,0.03,394,2388,100,38.98,23.2973
train_FD001,999055,55,34,2018-02-07 06:10:58,AXM,WMKK,WBKK,-0.0006,0.0003,100,518.67,642.78,1583.55,1411.175,14.62,21.61,553.67,2388.05,9054.46,1.3,47.55,522.13,2388.12,8137.45,8.4568,0.03,393,2388,100,38.9,23.3323
train_FD001,999055,55,35,2018-02-07 09:07:28,AXM,WBKK,WMKK,-0.0029,0.0003,100,518.67,642.66,1590.91,1411.575,14.62,21.61,552.99,2388.07,9051.97,1.3,47.47,521.38,2388.06,8136.42,8.4209,0.03,392,2388,100,39.01,23.3115
train_FD001,999055,55,36,2018-02-07 15:56:00,AXM,WMKK,WBKW,0.0042,0.0005,100,518.67,642.3,1579.07,1407.78,14.62,21.61,553.09,2388.07,9052.77,1.3,47.24,521.45,2388.17,8138.56,8.4201,0.03,393,2388,100,38.83,23.352
test_FD001,999140,40,48,2018-01-12 01:41:00,AXM,VTSP,VTBD,0.0001,-0.0002,100,518.67,642.67,1592.2,1408.29,14.62,21.61,552.3,2388.15,9053.55,1.3,47.41,521.53,2388.17,8137.33,8.4306,0.03,394,2388,100,38.93,23.3
test_FD001,999140,40,49,2018-01-12 03:54:00,AXM,VTBD,VTUD,0.0006,-0.0003,100,518.67,642.88,1586.58,1410.595,14.62,21.61,553.36,2388.17,9051.44,1.3,47.67,521.84,2388.19,8133.04,8.462,0.03,394,2388,100,38.79,23.3138
test_FD001,999140,40,50,2018-01-12 05:31:00,AXM,VTUD,VTBD,-0.0011,0.0002,100,518.67,642.45,1591.44,1408.07,14.62,21.61,553.72,2388.1,9051.82,1.3,47.65,521.33,2388.06,8133.76,8.4573,0.03,393,2388,100,38.74,23.1932
test_FD001,999140,40,51,2018-01-12 06:58:00,AXM,VTBD,VTSP,0.001,-0.0001,100,518.67,642.94,1598.02,1409.73,14.62,21.61,553.38,2388.11,9051.19,1.3,47.59,521.25,2388.11,8137.96,8.4294,0.03,395,2388,100,38.59,23.3055
test_FD001,999140,40,52,2018-01-12 08:51:00,AXM,VTSP,VTBD,-0.0023,0.0001,100,518.67,642.23,1595.37,1404.5,14.62,21.61,552.85,2388.11,9052.91,1.3,47.61,521.35,2388.12,8134.35,8.4337,0.03,392,2388,100,38.71,23.3186
test_FD001,999140,40,53,2018-01-12 16:56:41,AXM,VTBD,WMKK,0.0028,0.0004,100,518.67,642.88,1587.74,1411.8200000000002,14.62,21.61,553.61,2388.13,9063.1,1.3,47.51,520.66,2388.14,8134.73,8.4763,0.03,393,2388,100,38.61,23.2526
test_FD001,999140,40,54,2018-01-12 19:42:00,AXM,WMKK,VTBD,0.003,-0.0001,100,518.67,643.04,1594.52,1413.3200000000002,14.62,21.61,552.75,2388.14,9059.93,1.3,47.83,521.2,2388.09,8133.4,8.4206,0.03,394,2388,100,38.77,23.2753
test_FD001,999110,10,28,2018-01-06 00:40:28,AXM,WBKW,WMKK,-0.0017,-0.0004,100,518.67,642.35,1580.62,1393.01,14.62,21.61,554.13,2388.05,9054.94,1.3,47.45,522.49,2388.01,8146.98,8.406,0.03,391,2388,100,38.88,23.3968
test_FD001,999110,10,29,2018-01-06 02:45:00,AXM,WMKK,WIMM,-0.0007,0.0002,100,518.67,642.11,1585.14,1391.43,14.62,21.6,554.03,2388.03,9061.7,1.3,47.18,521.96,2387.97,8144.96,8.4051,0.03,392,2388,100,39.09,23.4007
test_FD001,999110,10,30,2018-01-06 03:59:11,AXM,WMKK,WIMM,0.002,-0.0001,100,518.67,642.78,1582.06,1394.81,14.62,21.61,553.8,2387.99,9065.26,1.3,47.28,522.51,2388,8144.36,8.4195,0.03,392,2388,100,38.97,23.3872
test_FD001,999110,10,31,2018-01-06 04:03:00,AXM,WIMM,WMKK,-0.0009,0.0002,100,518.67,641.93,1588.23,1396.37,14.62,21.6,554.62,2387.98,9059.94,1.3,47.28,522.07,2388.01,8138.61,8.4022,0.03,392,2388,100,39.07,23.4583
test_FD001,999110,10,32,2018-01-06 05:16:09,AXM,WIMM,WMKK,0.0008,-0.0003,100,518.67,642.13,1591.31,1397.95,14.62,21.61,553.47,2388,9063.3,1.3,47.22,522.75,2388.02,8141.93,8.4093,0.03,392,2388,100,39.05,23.3576
test_FD001,999110,10,33,2018-01-06 06:02:00,AXM,WMKK,WMKP,-0.002,-0.0001,100,518.67,641.91,1589.17,1406.56,14.62,21.61,554.81,2388,9063.72,1.3,47.3,522.21,2388.01,8147.98,8.3967,0.03,392,2388,100,39.02,23.3635
test_FD001,999110,10,34,2018-01-06 07:19:05,AXM,WMKK,WMKP,-0.0021,-0.0003,100,518.67,642.36,1581.1,1395.95,14.62,21.6,554.65,2387.96,9055.54,1.3,47.16,522.07,2387.98,8150.1,8.432,0.03,392,2388,100,38.98,23.4401
test_FD001,999110,10,35,2018-01-06 07:25:00,AXM,WMKP,WMKK,0.0018,-0.0005,100,518.67,641.8,1577.98,1398.79,14.62,21.61,554.32,2388.04,9060,1.3,47.27,522.12,2388.06,8142.24,8.3884,0.03,393,2388,100,38.88,23.3273
test_FD001,999110,10,36,2018-01-06 07:40:22,AXM,WMKP,,0.0001,0.0003,100,518.67,642.49,1581.19,1400.63,14.62,21.61,554.94,2388.05,9065.36,1.3,47.36,522.27,2387.99,8137.29,8.3833,0.03,392,2388,100,38.91,23.4217
test_FD001,999110,10,37,2018-01-06 08:39:18,AXM,WMKP,WMKK,0.0016,0.0004,100,518.67,642.67,1592.51,1393.29,14.62,21.61,554.05,2388.01,9062.39,1.3,47.04,522.73,2387.98,8146.66,8.4352,0.03,391,2388,100,39.01,23.312
test_FD001,999110,10,38,2018-01-06 15:20:00,AXM,WMKK,WBKK,-0.0006,-0.0002,100,518.67,641.56,1581.33,1404.24,14.62,21.61,554.43,2387.96,9056.7,1.3,47.29,522.62,2388,8141.82,8.3756,0.03,392,2388,100,39.23,23.4983
test_FD001,999110,10,39,2018-01-06 15:41:13,AXM,WMKK,WBKK,-0.004,0,100,518.67,642.74,1584.58,1396.99,14.62,21.61,554.43,2388.05,9053.76,1.3,47.27,521.54,2388.06,8141.08,8.402,0.03,392,2388,100,38.94,23.4279
test_FD001,999110,10,40,2018-01-06 16:39:55,AXM,WMKK,WBKK,-0.0002,0.0002,100,518.67,642.47,1583.02,1399.21,14.62,21.61,554.78,2388.06,9064.8,1.3,47.19,522.22,2387.98,8139.9,8.4097,0.03,392,2388,100,39.05,23.2912
test_FD001,999110,10,41,2018-01-06 19:39:21,AXM,WBKK,WMKK,0.001,0.0001,100,518.67,642.49,1584.15,1406.55,14.62,21.61,555.06,2388.01,9060.38,1.3,47.19,522.07,2387.98,8144.1,8.4639,0.03,392,2388,100,38.8,23.463
test_FD001,999110,10,42,2018-01-06 21:32:00,AXM,WMKK,WMKL,-0.0022,-0.0002,100,518.67,641.75,1581.56,1406.59,14.62,21.61,554.28,2387.99,9063.7,1.3,47.16,522.17,2388.03,8139.24,8.3965,0.03,391,2388,100,39.09,23.5037
